gene	chr	start	end
SLC2A4	17	7187291	7187410
SLC2A4	17	7187534	7187700
SLC2A4	17	7187802	7187993
SLC2A4	17	7188152	7188260
SLC2A4	17	7188405	7188510
SLC2A4	17	7189022	7189229
SLC2A4	17	7189743	7189950
SLC2A4RG	20	62371264	62371393
SLC2A4RG	20	62371728	62371886
SLC2A4RG	20	62372721	62372834
SLC2A4RG	20	62373220	62373411
SLC2A4RG	20	62373481	62373585
SLC2A4RG	20	62373687	62373970
SLC2A4RG	20	62374050	62374145
SLC2A4RG	20	62374230	62374345
SLC2A5	1	9097643	9097850
SLC2A5	1	9097954	9098085
SLC2A5	1	9098488	9098567
SLC2A5	1	9098885	9098990
SLC2A5	1	9099609	9099723
SLC2A5	1	9099857	9100048
SLC2A5	1	9100121	9100250
SLC2A5	1	9101678	9101998
SLC2A5	1	9107667	9107795
SLC2A5	1	9117505	9117669
SLC2A5	1	9118209	9118311
SLC2A5	1	9129561	9129597
SLC2A6	9	136337141	136337300
SLC2A6	9	136338225	136338374
SLC2A6	9	136338535	136338724
SLC2A6	9	136339100	136339212
SLC2A6	9	136340081	136340237
SLC2A6	9	136340520	136340735
SLC2A6	9	136341357	136341460
SLC2A6	9	136342155	136342365
SLC2A6	9	136343374	136343540
SLC2A6	9	136344088	136344183
SLC2A8	9	130159508	130159567
SLC2A8	9	130159653	130159819
SLC2A8	9	130160182	130160392
SLC2A8	9	130162184	130162287
SLC2A8	9	130164834	130165034
SLC2A8	9	130165937	130166084
SLC2A8	9	130166236	130166348
SLC2A8	9	130167095	130167272
SLC2A8	9	130167697	130167846
SLC2A8	9	130169389	130169530
SLC2A9	4	9828019	9828226
SLC2A9	4	9836503	9836634
SLC2A9	4	9889189	9889268
SLC2A9	4	9892232	9892337
SLC2A9	4	9909857	9909971
SLC2A9	4	9922007	9922198
SLC2A9	4	9943535	9943671
SLC2A9	4	9982214	9982363
SLC2A9	4	9987291	9987419
SLC2A9	4	9998403	9998567
SLC2A9	4	10020597	10020699
SLC2A9	4	10022902	10023055
SLC2A9	4	10027526	10027592
SLC30A1	1	211748728	211749633
SLC30A1	1	211751331	211751956
SLC30A4	15	45777359	45777517
SLC30A4	15	45778807	45778945
SLC30A4	15	45779723	45779832
SLC30A4	15	45781037	45781242
SLC30A4	15	45782924	45783081
SLC30A4	15	45803334	45803484
SLC30A4	15	45814160	45814554
SLC30A5	5	68390081	68390167
SLC30A5	5	68396632	68396758
SLC30A5	5	68398887	68398957
SLC30A5	5	68399787	68399874
SLC30A5	5	68400456	68400545
SLC30A5	5	68404174	68404265
SLC30A5	5	68408965	68409056
SLC30A5	5	68410245	68410325
SLC30A5	5	68411062	68411236
SLC30A5	5	68411751	68412043
SLC30A5	5	68412219	68412431
SLC30A5	5	68413064	68413225
SLC30A5	5	68414324	68414457
SLC30A5	5	68417519	68417724
SLC30A5	5	68419024	68419254
SLC30A5	5	68423829	68423961
SLC30A5	5	68425272	68425446
SLC30A6	2	32390968	32390974
SLC30A6	2	32396354	32396444
SLC30A6	2	32399130	32399218
SLC30A6	2	32400386	32400432
SLC30A6	2	32409340	32409409
SLC30A6	2	32417403	32417487
SLC30A6	2	32417985	32418024
SLC30A6	2	32418956	32419054
SLC30A6	2	32422411	32422463
SLC30A6	2	32422774	32422897
SLC30A6	2	32429657	32429763
SLC30A6	2	32431953	32432004
SLC30A6	2	32434560	32434632
SLC30A6	2	32445280	32445784
SLC30A7	1	101361817	101361900
SLC30A7	1	101362124	101362229
SLC30A7	1	101372406	101372523
SLC30A7	1	101376617	101376708
SLC30A7	1	101377666	101377796
SLC30A7	1	101379217	101379364
SLC30A7	1	101383631	101383685
SLC30A7	1	101387260	101387399
SLC30A7	1	101427382	101427476
SLC30A7	1	101431323	101431476
SLC30A7	1	101440364	101440415
SLC30A9	4	41992667	41992779
SLC30A9	4	42003631	42003799
SLC30A9	4	42020126	42020189
SLC30A9	4	42022431	42022534
SLC30A9	4	42024853	42024949
SLC30A9	4	42025317	42025403
SLC30A9	4	42037290	42037352
SLC30A9	4	42041001	42041072
SLC30A9	4	42051392	42051498
SLC30A9	4	42062206	42062265
SLC30A9	4	42065001	42065140
SLC30A9	4	42067325	42067368
SLC30A9	4	42068565	42068640
SLC30A9	4	42069100	42069211
SLC30A9	4	42072541	42072710
SLC30A9	4	42077672	42077805
SLC30A9	4	42080227	42080344
SLC30A9	4	42088097	42088145
SLC31A1	9	116018427	116018559
SLC31A1	9	116019391	116019467
SLC31A1	9	116020972	116021144
SLC31A1	9	116022550	116022755
SLC31A2	9	115913353	115913362
SLC31A2	9	115920005	115920075
SLC31A2	9	115923787	115923980
SLC31A2	9	115925027	115925199
SLC33A1	3	155545997	155546168
SLC33A1	3	155547475	155547694
SLC33A1	3	155551255	155551376
SLC33A1	3	155551644	155551832
SLC33A1	3	155560219	155560410
SLC33A1	3	155571010	155571788
SLC35A1	6	88182720	88182739
SLC35A1	6	88187078	88187259
SLC35A1	6	88210224	88210387
SLC35A1	6	88210874	88211030
SLC35A1	6	88216098	88216168
SLC35A1	6	88218136	88218316
SLC35A1	6	88218757	88218895
SLC35A1	6	88221115	88221246
SLC35A2	23	48760713	48760744
SLC35A2	23	48761865	48762761
SLC35A2	23	48763667	48763822
SLC35A2	23	48767089	48767275
SLC35A2	23	48768821	48768915
SLC35A3	1	100459109	100459299
SLC35A3	1	100464815	100464973
SLC35A3	1	100472588	100472714
SLC35A3	1	100476919	100477091
SLC35A3	1	100480856	100480978
SLC35A3	1	100483236	100483373
SLC35A3	1	100487940	100488034
SLC35A4	5	139946753	139947731
SLC35A5	3	112282249	112282382
SLC35A5	3	112288016	112288118
SLC35A5	3	112289385	112289519
SLC35A5	3	112292734	112292805
SLC35A5	3	112299391	112300175
SLC35A5	3	112301516	112301585
SLC35B1	17	47778818	47778874
SLC35B1	17	47780218	47780375
SLC35B1	17	47780548	47780658
SLC35B1	17	47781460	47781590
SLC35B1	17	47782484	47782645
SLC35B1	17	47783226	47783260
SLC35B1	17	47783564	47783698
SLC35B1	17	47784325	47784432
SLC35B1	17	47785090	47785197
SLC35B2	6	44222441	44223383
SLC35B2	6	44224077	44224235
SLC35B2	6	44224420	44224617
SLC35B2	6	44225135	44225149
SLC35B3	6	8413780	8413934
SLC35B3	6	8415139	8415212
SLC35B3	6	8417115	8417230
SLC35B3	6	8417633	8417729
SLC35B3	6	8419811	8419912
SLC35B3	6	8420952	8421063
SLC35B3	6	8422701	8422859
SLC35B3	6	8428168	8428293
SLC35B3	6	8430095	8430392
SLC35B3	6	8434616	8434622
SLC35B4	7	133979583	133979833
SLC35B4	7	133981141	133981220
SLC35B4	7	133984273	133984352
SLC35B4	7	133984902	133985015
SLC35B4	7	133986511	133986575
SLC35B4	7	133986779	133986864
SLC35B4	7	133989555	133989608
SLC35B4	7	133991422	133991528
SLC35B4	7	133994116	133994233
SLC35B4	7	134001425	134001505
SLC35C1	11	45827351	45827889
SLC35C1	11	45832325	45832888
SLC35C2	20	44979031	44979165
SLC35C2	20	44979398	44979531
SLC35C2	20	44980688	44980867
SLC35C2	20	44983519	44983606
SLC35C2	20	44983710	44983882
SLC35C2	20	44984439	44984515
SLC35C2	20	44985211	44985278
SLC35C2	20	44986260	44986414
SLC35C2	20	44987024	44987147
SLC35D1	1	67470021	67470133
SLC35D1	1	67474766	67474852
SLC35D1	1	67486050	67486132
SLC35D1	1	67487216	67487287
SLC35D1	1	67507917	67508013
SLC35D1	1	67512946	67513052
SLC35D1	1	67515463	67515535
SLC35D1	1	67516114	67516189
SLC35D1	1	67517693	67517764
SLC35D1	1	67518452	67518542
SLC35D1	1	67518637	67518674
SLC35D1	1	67519492	67519698
SLC35D2	9	99083522	99083625
SLC35D2	9	99084278	99084364
SLC35D2	9	99086371	99086453
SLC35D2	9	99098997	99099068
SLC35D2	9	99106184	99106280
SLC35D2	9	99107579	99107685
SLC35D2	9	99113383	99113455
SLC35D2	9	99114318	99114393
SLC35D2	9	99122434	99122505
SLC35D2	9	99126744	99126834
SLC35D2	9	99130552	99130589
SLC35D2	9	99145757	99145918
SLC35E1	19	16664488	16664722
SLC35E1	19	16665961	16666210
SLC35E1	19	16677341	16677470
SLC35E1	19	16678841	16678982
SLC35E1	19	16682321	16682395
SLC35E1	19	16682753	16683177
SLC35E2	1	1597219	1597460
SLC35E2	1	1599764	1599913
SLC35E2	1	1601101	1601177
SLC35E2	1	1601535	1601592
SLC35E2	1	1602946	1603070
SLC35E2	1	1606900	1607031
SLC35E2	1	1607501	1607640
SLC35E2	1	1607815	1608140
SLC35E2	1	1663892	1663964
SLC35E2	1	1666127	1666276
SLC35E2	1	1669758	1669889
SLC35E2	1	1670359	1670498
SLC35E2	1	1670673	1670998
SLC35E3	12	69140156	69140561
SLC35E3	12	69141708	69141822
SLC35E3	12	69145810	69145972
SLC35E3	12	69152935	69153021
SLC35E3	12	69158482	69158672
SLC35F2	11	107663339	107663528
SLC35F2	11	107673725	107673883
SLC35F2	11	107675442	107675498
SLC35F2	11	107676083	107676243
SLC35F2	11	107677441	107677604
SLC35F2	11	107682391	107682522
SLC35F2	11	107686514	107686693
SLC35F2	11	107729382	107729495
SLC35F5	2	114475350	114475429
SLC35F5	2	114476729	114476887
SLC35F5	2	114480679	114480773
SLC35F5	2	114482953	114483116
SLC35F5	2	114486976	114487084
SLC35F5	2	114489159	114489227
SLC35F5	2	114492161	114492252
SLC35F5	2	114493352	114493437
SLC35F5	2	114500267	114500458
SLC35F5	2	114501288	114501373
SLC35F5	2	114503852	114503918
SLC35F5	2	114508000	114508147
SLC35F5	2	114512740	114512885
SLC35F5	2	114513029	114513123
SLC35F5	2	114513945	114513988
SLC36A1	5	150838352	150838498
SLC36A1	5	150843112	150843206
SLC36A1	5	150844073	150844165
SLC36A1	5	150844633	150844732
SLC36A1	5	150846758	150846846
SLC36A1	5	150847266	150847488
SLC36A1	5	150853232	150853334
SLC36A1	5	150856149	150856319
SLC36A1	5	150858879	150859052
SLC36A1	5	150867542	150867817
SLC36A4	11	92881701	92882012
SLC36A4	11	92887272	92887445
SLC36A4	11	92895870	92896043
SLC36A4	11	92899082	92899184
SLC36A4	11	92901108	92901339
SLC36A4	11	92913961	92914049
SLC36A4	11	92914855	92914954
SLC36A4	11	92915970	92916062
SLC36A4	11	92917594	92917688
SLC36A4	11	92918855	92918982
SLC36A4	11	92930942	92931000
SLC37A1	21	43938563	43938622
SLC37A1	21	43945884	43945969
SLC37A1	21	43954806	43954942
SLC37A1	21	43955580	43955662
SLC37A1	21	43959620	43959759
SLC37A1	21	43962512	43962592
SLC37A1	21	43963544	43963714
SLC37A1	21	43967211	43967252
SLC37A1	21	43974170	43974254
SLC37A1	21	43979066	43979201
SLC37A1	21	43982186	43982280
SLC37A1	21	43983923	43983989
SLC37A1	21	43984816	43984905
SLC37A1	21	43985935	43985987
SLC37A1	21	43987093	43987170
SLC37A1	21	43988468	43988550
SLC37A1	21	43994926	43995027
SLC37A1	21	43999844	43999912
SLC37A1	21	44000453	44000472
SLC37A2	11	124933262	124933324
SLC37A2	11	124946651	124946736
SLC37A2	11	124947124	124947221
SLC37A2	11	124947344	124947426
SLC37A2	11	124949006	124949145
SLC37A2	11	124949578	124949658
SLC37A2	11	124950508	124950678
SLC37A2	11	124951315	124951356
SLC37A2	11	124951648	124951804
SLC37A2	11	124952138	124952232
SLC37A2	11	124953709	124953775
SLC37A2	11	124954128	124954217
SLC37A2	11	124954719	124954771
SLC37A2	11	124954960	124955037
SLC37A2	11	124955289	124955371
SLC37A2	11	124955471	124955572
SLC37A2	11	124955848	124955916
SLC37A2	11	124956098	124956129
SLC37A2	11	124958013	124958032
SLC37A3	7	140035061	140035306
SLC37A3	7	140037082	140037151
SLC37A3	7	140043210	140043365
SLC37A3	7	140045014	140045065
SLC37A3	7	140045667	140045772
SLC37A3	7	140048424	140048569
SLC37A3	7	140051071	140051253
SLC37A3	7	140051860	140051948
SLC37A3	7	140055466	140055566
SLC37A3	7	140058438	140058587
SLC37A3	7	140064206	140064293
SLC37A3	7	140069388	140069484
SLC37A3	7	140080080	140080192
SLC37A3	7	140082236	140082328
SLC37A4	11	118895618	118895788
SLC37A4	11	118895899	118896041
SLC37A4	11	118896400	118896469
SLC37A4	11	118896675	118896792
SLC37A4	11	118897311	118897400
SLC37A4	11	118897645	118897807
SLC37A4	11	118898336	118898584
SLC37A4	11	118898902	118899138
SLC37A4	11	118899930	118900081
SLC38A1	12	46582751	46582856
SLC38A1	12	46591501	46591602
SLC38A1	12	46591700	46591845
SLC38A1	12	46592406	46592528
SLC38A1	12	46594879	46594983
SLC38A1	12	46596791	46596874
SLC38A1	12	46598082	46598202
SLC38A1	12	46598313	46598375
SLC38A1	12	46599861	46599947
SLC38A1	12	46600936	46601021
SLC38A1	12	46601310	46601406
SLC38A1	12	46602835	46602912
SLC38A1	12	46622934	46623053
SLC38A1	12	46623345	46623424
SLC38A1	12	46633460	46633585
SLC38A10	17	79219354	79220475
SLC38A10	17	79220683	79220863
SLC38A10	17	79225013	79225414
SLC38A10	17	79225993	79226485
SLC38A10	17	79226871	79227042
SLC38A10	17	79234036	79234196
SLC38A10	17	79244716	79244826
SLC38A10	17	79246314	79246429
SLC38A10	17	79249767	79249953
SLC38A10	17	79250829	79250935
SLC38A10	17	79254407	79254535
SLC38A10	17	79255987	79256134
SLC38A10	17	79257207	79257304
SLC38A10	17	79258648	79258697
SLC38A10	17	79263489	79263610
SLC38A10	17	79268621	79268723
SLC38A2	12	46754892	46754994
SLC38A2	12	46756065	46756166
SLC38A2	12	46756275	46756423
SLC38A2	12	46756802	46756930
SLC38A2	12	46757507	46757611
SLC38A2	12	46757705	46757788
SLC38A2	12	46758170	46758341
SLC38A2	12	46758425	46758487
SLC38A2	12	46758888	46758974
SLC38A2	12	46760645	46760730
SLC38A2	12	46760857	46760953
SLC38A2	12	46761048	46761125
SLC38A2	12	46764293	46764412
SLC38A2	12	46764557	46764642
SLC38A2	12	46764959	46765078
SLC38A3	3	50251631	50251735
SLC38A3	3	50251832	50251917
SLC38A3	3	50252083	50252202
SLC38A3	3	50252816	50252893
SLC38A3	3	50252974	50253070
SLC38A3	3	50253170	50253255
SLC38A3	3	50254668	50254754
SLC38A3	3	50254845	50254907
SLC38A3	3	50255106	50255274
SLC38A3	3	50255347	50255430
SLC38A3	3	50255700	50255804
SLC38A3	3	50256023	50256151
SLC38A3	3	50256234	50256382
SLC38A3	3	50257311	50257418
SLC38A3	3	50257503	50257611
SLC38A4	12	47160482	47160587
SLC38A4	12	47162091	47162192
SLC38A4	12	47163065	47163213
SLC38A4	12	47168830	47168958
SLC38A4	12	47170685	47170789
SLC38A4	12	47172070	47172153
SLC38A4	12	47172282	47172561
SLC38A4	12	47173392	47173454
SLC38A4	12	47173561	47173647
SLC38A4	12	47173730	47173815
SLC38A4	12	47178323	47178419
SLC38A4	12	47178885	47178962
SLC38A4	12	47181697	47181816
SLC38A4	12	47182309	47182403
SLC38A4	12	47186734	47186856
SLC38A5	23	48317317	48317422
SLC38A5	23	48317920	48318027
SLC38A5	23	48318116	48318264
SLC38A5	23	48319033	48319152
SLC38A5	23	48319370	48319474
SLC38A5	23	48320102	48320185
SLC38A5	23	48320391	48320532
SLC38A5	23	48320617	48320679
SLC38A5	23	48321281	48321367
SLC38A5	23	48324400	48324482
SLC38A5	23	48324615	48324711
SLC38A5	23	48325184	48325261
SLC38A5	23	48325347	48325466
SLC38A5	23	48326095	48326174
SLC38A5	23	48326257	48326313
SLC38A6	14	61447994	61448102
SLC38A6	14	61449224	61449358
SLC38A6	14	61451446	61451523
SLC38A6	14	61482620	61482676
SLC38A6	14	61486257	61486300
SLC38A6	14	61497161	61497243
SLC38A6	14	61503775	61503861
SLC38A6	14	61504341	61504403
SLC38A6	14	61509863	61509932
SLC38A6	14	61510166	61510223
SLC38A6	14	61512062	61512145
SLC38A6	14	61512783	61512887
SLC38A6	14	61517228	61517356
SLC38A6	14	61518503	61518651
SLC38A6	14	61518757	61518855
SLC38A6	14	61519065	61519149
SLC38A6	14	61545526	61545647
SLC38A6	14	61550271	61550432
SLC38A7	16	58701287	58701393
SLC38A7	16	58704015	58704073
SLC38A7	16	58704947	58705150
SLC38A7	16	58705998	58706149
SLC38A7	16	58709842	58709960
SLC38A7	16	58710191	58710252
SLC38A7	16	58711228	58711330
SLC38A7	16	58712235	58712380
SLC38A7	16	58712598	58712800
SLC38A7	16	58713759	58714032
SLC38A9	5	54922320	54922489
SLC38A9	5	54923717	54923810
SLC38A9	5	54929580	54929732
SLC38A9	5	54931370	54931487
SLC38A9	5	54941615	54941725
SLC38A9	5	54945033	54945144
SLC38A9	5	54948355	54948553
SLC38A9	5	54952541	54952604
SLC38A9	5	54960519	54960693
SLC38A9	5	54965054	54965151
SLC38A9	5	54965383	54965450
SLC38A9	5	54965584	54965709
SLC38A9	5	54968389	54968525
SLC38A9	5	54993672	54993788
SLC39A1	1	153932572	153933232
SLC39A1	1	153934694	153934828
SLC39A1	1	153935003	153935193
SLC39A10	2	196544765	196545776
SLC39A10	2	196548421	196548632
SLC39A10	2	196571338	196571511
SLC39A10	2	196573378	196573570
SLC39A10	2	196578155	196578279
SLC39A10	2	196581359	196581731
SLC39A10	2	196582974	196583058
SLC39A10	2	196592881	196593075
SLC39A10	2	196599605	196599767
SLC39A11	17	70643721	70643803
SLC39A11	17	70644940	70645102
SLC39A11	17	70645307	70645409
SLC39A11	17	70732787	70732860
SLC39A11	17	70845771	70845945
SLC39A11	17	70943868	70944016
SLC39A11	17	71027693	71027855
SLC39A11	17	71080945	71080987
SLC39A11	17	71084794	71084905
SLC39A13	11	47431644	47431948
SLC39A13	11	47433475	47433592
SLC39A13	11	47433895	47434020
SLC39A13	11	47434949	47435060
SLC39A13	11	47435146	47435239
SLC39A13	11	47435974	47436028
SLC39A13	11	47436326	47436462
SLC39A13	11	47436588	47436712
SLC39A13	11	47436837	47436916
SLC39A14	8	22262222	22262495
SLC39A14	8	22265821	22266011
SLC39A14	8	22267457	22267630
SLC39A14	8	22269548	22269721
SLC39A14	8	22272291	22272417
SLC39A14	8	22273280	22273472
SLC39A14	8	22273584	22273795
SLC39A14	8	22275162	22275350
SLC39A14	8	22277063	22277213
SLC39A14	8	22291402	22291519
SLC39A3	19	2732747	2733485
SLC39A3	19	2736936	2737257
SLC39A4	8	145637920	145638052
SLC39A4	8	145638141	145638332
SLC39A4	8	145638619	145638775
SLC39A4	8	145638895	145638953
SLC39A4	8	145639132	145639267
SLC39A4	8	145639340	145639481
SLC39A4	8	145639644	145639820
SLC39A4	8	145640107	145640282
SLC39A4	8	145640356	145640496
SLC39A4	8	145640609	145640805
SLC39A4	8	145641192	145641594
SLC39A4	8	145641980	145642175
SLC39A6	18	33689554	33689710
SLC39A6	18	33691008	33691214
SLC39A6	18	33692462	33692546
SLC39A6	18	33694058	33694439
SLC39A6	18	33696635	33696744
SLC39A6	18	33702013	33702235
SLC39A6	18	33703456	33703629
SLC39A6	18	33704481	33704665
SLC39A6	18	33706180	33706972
SLC39A7	6	33169021	33169435
SLC39A7	6	33169520	33169692
SLC39A7	6	33169847	33169904
SLC39A7	6	33170038	33170206
SLC39A7	6	33170335	33170479
SLC39A7	6	33170685	33170885
SLC39A7	6	33171316	33171592
SLC39A8	4	103174577	103174589
SLC39A8	4	103180610	103180673
SLC39A8	4	103184199	103184352
SLC39A8	4	103188645	103188833
SLC39A8	4	103189027	103189238
SLC39A8	4	103225472	103225640
SLC39A8	4	103226144	103226270
SLC39A8	4	103228591	103228764
SLC39A8	4	103236823	103236989
SLC39A8	4	103245405	103245426
SLC39A8	4	103265599	103265821
SLC39A9	14	69866085	69866184
SLC39A9	14	69890809	69890921
SLC39A9	14	69908784	69908985
SLC39A9	14	69919956	69920028
SLC39A9	14	69921527	69921616
SLC39A9	14	69922447	69922585
SLC39A9	14	69925078	69925312
SLC3A1	2	44502673	44503106
SLC3A1	2	44507853	44508036
SLC3A1	2	44508524	44508682
SLC3A1	2	44513169	44513298
SLC3A1	2	44527108	44527231
SLC3A1	2	44528140	44528268
SLC3A1	2	44531280	44531479
SLC3A1	2	44539723	44539894
SLC3A1	2	44540972	44541092
SLC3A1	2	44547336	44547780
SLC3A2	11	62623740	62623855
SLC3A2	11	62638215	62638311
SLC3A2	11	62639047	62639143
SLC3A2	11	62644254	62644353
SLC3A2	11	62648489	62648921
SLC3A2	11	62649363	62649540
SLC3A2	11	62650378	62650473
SLC3A2	11	62651927	62651999
SLC3A2	11	62652102	62652164
SLC3A2	11	62652647	62652831
SLC3A2	11	62652935	62653082
SLC3A2	11	62655605	62655692
SLC3A2	11	62655801	62656167
SLC40A1	2	190426602	190426919
SLC40A1	2	190428308	190428953
SLC40A1	2	190430078	190430327
SLC40A1	2	190436439	190436569
SLC40A1	2	190437570	190437689
SLC40A1	2	190439885	190440048
SLC40A1	2	190444537	190444608
SLC40A1	2	190445142	190445188
SLC41A1	1	205760659	205760848
SLC41A1	1	205763996	205764148
SLC41A1	1	205764470	205764608
SLC41A1	1	205766050	205766133
SLC41A1	1	205767030	205767181
SLC41A1	1	205767795	205767945
SLC41A1	1	205768083	205768231
SLC41A1	1	205768885	205768960
SLC41A1	1	205770079	205770190
SLC41A1	1	205779196	205779571
SLC41A2	12	105198928	105199117
SLC41A2	12	105238248	105238400
SLC41A2	12	105239619	105239754
SLC41A2	12	105255067	105255150
SLC41A2	12	105260208	105260359
SLC41A2	12	105280069	105280219
SLC41A2	12	105282809	105282957
SLC41A2	12	105289050	105289125
SLC41A2	12	105303431	105303542
SLC41A2	12	105321749	105322307
SLC41A3	3	125725248	125725409
SLC41A3	3	125725857	125726070
SLC41A3	3	125727573	125727725
SLC41A3	3	125731456	125731594
SLC41A3	3	125734335	125734418
SLC41A3	3	125735572	125735720
SLC41A3	3	125741627	125741777
SLC41A3	3	125745176	125745324
SLC41A3	3	125752448	125752523
SLC41A3	3	125769784	125769895
SLC41A3	3	125775199	125775397
SLC41A3	3	125786788	125787064
SLC43A1	11	57252567	57252717
SLC43A1	11	57254566	57254693
SLC43A1	11	57256387	57256464
SLC43A1	11	57256722	57256867
SLC43A1	11	57258695	57258837
SLC43A1	11	57259062	57259101
SLC43A1	11	57259187	57259337
SLC43A1	11	57261464	57261646
SLC43A1	11	57263502	57263639
SLC43A1	11	57265224	57265320
SLC43A1	11	57268250	57268330
SLC43A1	11	57268459	57268518
SLC43A1	11	57268623	57268804
SLC43A1	11	57281429	57281586
SLC43A2	17	1478896	1479061
SLC43A2	17	1479889	1480016
SLC43A2	17	1481542	1481619
SLC43A2	17	1486496	1486632
SLC43A2	17	1489205	1489347
SLC43A2	17	1494094	1494244
SLC43A2	17	1494561	1494767
SLC43A2	17	1494858	1494995
SLC43A2	17	1496479	1496575
SLC43A2	17	1516487	1516567
SLC43A2	17	1518271	1518330
SLC43A2	17	1519854	1520065
SLC43A2	17	1531007	1531170
SLC43A3	11	57175263	57175371
SLC43A3	11	57176646	57176773
SLC43A3	11	57177406	57177596
SLC43A3	11	57182086	57182206
SLC43A3	11	57182404	57182581
SLC43A3	11	57184044	57184145
SLC43A3	11	57185219	57185362
SLC43A3	11	57188443	57188539
SLC43A3	11	57188768	57188848
SLC43A3	11	57191453	57191503
SLC43A3	11	57193012	57193145
SLC43A3	11	57193460	57193647
SLC44A1	9	108007148	108007187
SLC44A1	9	108061499	108061592
SLC44A1	9	108072003	108072149
SLC44A1	9	108097842	108097982
SLC44A1	9	108110637	108110734
SLC44A1	9	108118491	108118664
SLC44A1	9	108120623	108120716
SLC44A1	9	108123470	108123613
SLC44A1	9	108125100	108125290
SLC44A1	9	108126834	108127003
SLC44A1	9	108127762	108127922
SLC44A1	9	108128625	108128712
SLC44A1	9	108136877	108137018
SLC44A1	9	108145402	108145642
SLC44A1	9	108147701	108147785
SLC44A1	9	108151312	108151339
SLC44A2	19	10713205	10713239
SLC44A2	19	10736308	10736348
SLC44A2	19	10736927	10736979
SLC44A2	19	10738396	10738473
SLC44A2	19	10738594	10738682
SLC44A2	19	10741731	10741819
SLC44A2	19	10741949	10742063
SLC44A2	19	10742149	10742213
SLC44A2	19	10742300	10742427
SLC44A2	19	10742542	10742629
SLC44A2	19	10742718	10742834
SLC44A2	19	10745430	10745565
SLC44A2	19	10745648	10745751
SLC44A2	19	10745837	10745933
SLC44A2	19	10746105	10746193
SLC44A2	19	10746997	10747263
SLC44A2	19	10747336	10747434
SLC44A2	19	10748318	10748425
SLC44A2	19	10748530	10748607
SLC44A2	19	10748697	10748771
SLC44A2	19	10748901	10748993
SLC44A2	19	10753041	10753129
SLC44A2	19	10753953	10754063
SLC45A2	5	33944751	33944979
SLC45A2	5	33947251	33947481
SLC45A2	5	33951657	33951784
SLC45A2	5	33954464	33954611
SLC45A2	5	33963794	33964123
SLC45A2	5	33982339	33982519
SLC45A2	5	33984302	33984690
SLC45A3	1	205628360	205628801
SLC45A3	1	205630987	205631256
SLC45A3	1	205631959	205632748
SLC45A3	1	205633611	205633786
SLC45A4	8	142221539	142221798
SLC45A4	8	142222301	142222657
SLC45A4	8	142225856	142226071
SLC45A4	8	142227187	142227290
SLC45A4	8	142228108	142229130
SLC45A4	8	142229747	142229930
SLC45A4	8	142231674	142231866
SLC45A4	8	142238276	142238367
SLC46A1	17	26726670	26726731
SLC46A1	17	26727624	26727785
SLC46A1	17	26729254	26729341
SLC46A1	17	26731632	26732488
SLC46A1	17	26732903	26733134
SLC46A3	13	29275082	29275095
SLC46A3	13	29275632	29275720
SLC46A3	13	29278078	29278238
SLC46A3	13	29284895	29284982
SLC46A3	13	29286815	29287689
SLC46A3	13	29291945	29292137
SLC48A1	12	48167086	48167225
SLC48A1	12	48172809	48172980
SLC48A1	12	48173926	48174066
SLC4A1AP	2	27886618	27887446
SLC4A1AP	2	27887965	27888164
SLC4A1AP	2	27890133	27890259
SLC4A1AP	2	27891708	27891772
SLC4A1AP	2	27892113	27892256
SLC4A1AP	2	27898397	27898561
SLC4A1AP	2	27900160	27900233
SLC4A1AP	2	27900603	27900793
SLC4A1AP	2	27905113	27905228
SLC4A1AP	2	27907902	27908146
SLC4A1AP	2	27910799	27910889
SLC4A1AP	2	27911565	27911636
SLC4A1AP	2	27916550	27916623
SLC4A1AP	2	27917499	27917552
SLC4A2	7	150759073	150759127
SLC4A2	7	150761287	150761456
SLC4A2	7	150761611	150761856
SLC4A2	7	150761933	150762055
SLC4A2	7	150763602	150763850
SLC4A2	7	150763936	150764082
SLC4A2	7	150764959	150765143
SLC4A2	7	150767032	150767171
SLC4A2	7	150767266	150767435
SLC4A2	7	150767542	150767660
SLC4A2	7	150767812	150768000
SLC4A2	7	150768157	150768386
SLC4A2	7	150768475	150768694
SLC4A2	7	150768774	150768926
SLC4A2	7	150769027	150769225
SLC4A2	7	150771124	150771382
SLC4A2	7	150771484	150771577
SLC4A2	7	150771760	150771930
SLC4A2	7	150772340	150772597
SLC4A2	7	150772691	150772864
SLC4A2	7	150773098	150773275
SLC4A2	7	150773372	150773456
SLC4A4	4	72102292	72102368
SLC4A4	4	72120935	72121118
SLC4A4	4	72204964	72205224
SLC4A4	4	72215627	72215791
SLC4A4	4	72222723	72222906
SLC4A4	4	72263292	72263372
SLC4A4	4	72306331	72306492
SLC4A4	4	72313361	72313452
SLC4A4	4	72316104	72316262
SLC4A4	4	72316903	72317020
SLC4A4	4	72319210	72319388
SLC4A4	4	72332159	72332296
SLC4A4	4	72338414	72338689
SLC4A4	4	72352663	72352737
SLC4A4	4	72363216	72363411
SLC4A4	4	72397777	72397894
SLC4A4	4	72399942	72400107
SLC4A4	4	72412065	72412247
SLC4A4	4	72413363	72413439
SLC4A4	4	72420855	72420927
SLC4A4	4	72423427	72423604
SLC4A4	4	72425808	72425973
